"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Profit","Profit_Margin"
"6831","DRI49",14.15,"Low_Fat",0.183473,"Soft Drinks",82.0276,"OUT035","2004","Small","Tier 2","Supermarket Type1",1624.552,1542.524,94.951
"6832","NCM54",17.7,"Low_Fat",0.089188,"Household",128.9678,"OUT019","1985","Small","Tier 1","Grocery Store",254.3356,125.3678,49.292
"6833","FDD48",10.395,"Low_Fat",0.030282,"Baking Goods",116.3176,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1259.694,1143.376,90.766
"6834","NCF30",17,"Low_Fat",0.211307,"Household",125.1362,"OUT010","1998","Small","Tier 3","Grocery Store",251.6724,126.5362,50.278
"6835","FDX03",15.85,"Regular",0.061191,"Meat",47.1744,"OUT049","1999","Medium","Tier 1","Supermarket Type1",996.0368,948.8624,95.264
"6836","FDZ33",10.195,"Low_Fat",0.107308,"Snack Foods",149.8076,"OUT013","1987","High","Tier 3","Supermarket Type1",2217.114,2067.306,93.243
"6837","FDB39",11.6,"Low_Fat",0.067442,"Dairy",57.4272,"OUT019","1985","Small","Tier 1","Grocery Store",111.8544,54.4272,48.659
"6838","DRM11",6.57,"Low_Fat",0.066339,"Hard Drinks",261.4278,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4165.245,3903.817,93.724
"6839","DRE48",8.43,"Low_Fat",0.01485114,"Soft Drinks",195.3768,"OUT017","2007","Small","Tier 2","Supermarket Type1",1576.614,1381.237,87.608
"6840","NCL31",7.39,"Low_Fat",0.120525,"Others",142.247,"OUT045","2002","Small","Tier 2","Supermarket Type1",2433.499,2291.252,94.155
"6841","FDB11",16,"Low_Fat",0.061192,"Starchy Foods",224.1404,"OUT017","2007","Small","Tier 2","Supermarket Type1",4725.848,4501.708,95.257
"6842","FDX14",13.1,"Low_Fat",0.075057,"Dairy",76.0354,"OUT049","1999","Medium","Tier 1","Supermarket Type1",601.8832,525.8478,87.367
"6843","NCM29",11.5,"Low_Fat",0.017557,"Health and Hygiene",129.9626,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3410.228,3280.265,96.189
"6844","FDH47",13.5,"Regular",0.129077,"Starchy Foods",95.2068,"OUT045","2002","Small","Tier 2","Supermarket Type1",583.2408,488.034,83.676
"6845","FDG09",20.6,"Regular",0.047896,"Fruits and Vegetables",185.8556,"OUT013","1987","High","Tier 3","Supermarket Type1",1689.8,1503.944,89.001
"6846","FDP25",15.2,"Low_Fat",0.02124,"Canned",216.9824,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4804.413,4587.431,95.484
"6847","FDY27",6.38,"Low_Fat",0.031744,"Dairy",179.1344,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1605.91,1426.776,88.845
"6848","DRM59",5.88,"Low_Fat",0.003612,"Hard Drinks",154.1998,"OUT017","2007","Small","Tier 2","Supermarket Type1",3537.395,3383.195,95.641
"6849","DRI03",6.03,"Low_Fat",0.022796,"Dairy",178.1028,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1416.822,1238.719,87.429
"6850","FDY03",17.6,"Regular",0.133279,"Meat",112.6202,"OUT019","1985","Small","Tier 1","Grocery Store",675.1212,562.501,83.319
"6851","NCV17",18.85,"Low_Fat",0.016133,"Health and Hygiene",130.2626,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3016.74,2886.477,95.682
"6852","NCJ17",7.68,"Low_Fat",0.15243,"Health and Hygiene",85.5224,"OUT013","1987","High","Tier 3","Supermarket Type1",1278.336,1192.814,93.31
"6853","NCP54",15.35,"Low_Fat",0.035348,"Household",124.673,"OUT017","2007","Small","Tier 2","Supermarket Type1",2093.941,1969.268,94.046
"6854","FDZ15",13.1,"Low_Fat",0.020903,"Dairy",119.2782,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3098.633,2979.355,96.151
"6855","NCR05",10.1,"Low_Fat",0.054853,"Health and Hygiene",198.6084,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2182.492,1983.884,90.9
"6856","FDX03",15.85,"Regular",0.106971,"Meat",44.7744,"OUT019","1985","Small","Tier 1","Grocery Store",135.8232,91.0488,67.035
"6857","FDQ12",12.65,"Low_Fat",0.035483,"Baking Goods",231.401,"OUT045","2002","Small","Tier 2","Supermarket Type1",2526.711,2295.31,90.842
"6858","FDC21",14.6,"Regular",0.042923,"Fruits and Vegetables",109.8254,"OUT013","1987","High","Tier 3","Supermarket Type1",1627.881,1518.056,93.253
"6859","FDQ40",11.1,"Regular",0.036174,"Frozen Foods",176.0712,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1581.941,1405.87,88.87
"6860","FDI07",12.35,"Regular",0.033597,"Meat",197.2426,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3163.882,2966.639,93.766
"6861","FDQ25",8.63,"Regular",0.028321,"Canned",172.5422,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2241.749,2069.207,92.303
"6862","NCK18",9.6,"Low_Fat",0.005429143,"Household",163.9184,"OUT035","2004","Small","Tier 2","Supermarket Type1",4293.078,4129.16,96.182
"6863","DRI25",19.6,"Low_Fat",0.056744,"Soft Drinks",55.6614,"OUT010","1998","Small","Tier 3","Grocery Store",165.7842,110.1228,66.425
"6864","DRA24",19.35,"Regular",0.03999,"Soft Drinks",165.0868,"OUT049","1999","Medium","Tier 1","Supermarket Type1",982.7208,817.634,83.201
"6865","FDA32",14,"Low_Fat",0.030155,"Fruits and Vegetables",214.7192,"OUT045","2002","Small","Tier 2","Supermarket Type1",3020.069,2805.35,92.89
"6866","FDE59",12.15,"Low_Fat",0.062542,"Starchy Foods",34.3532,"OUT018","2009","Medium","Tier 3","Supermarket Type2",251.6724,217.3192,86.35
"6867","FDY59",8.195,"Low_Fat",0.031403,"Baking Goods",93.8462,"OUT046","1997","Small","Tier 1","Supermarket Type1",647.8234,553.9772,85.514
"6868","FDQ20",8.325,"Low_Fat",0.029845,"Fruits and Vegetables",41.6138,"OUT045","2002","Small","Tier 2","Supermarket Type1",284.2966,242.6828,85.363
"6869","FDB21",7.475,"Low_Fat",0.149126,"Fruits and Vegetables",241.6854,"OUT018","2009","Medium","Tier 3","Supermarket Type2",6042.135,5800.45,96
"6870","FDB41",19,"Regular",0.170383,"Frozen Foods",45.2718,"OUT019","1985","Small","Tier 1","Grocery Store",47.2718,2,4.231
"6871","DRG11",6.385,"Low_Fat",0.083769,"Hard Drinks",109.8596,"OUT013","1987","High","Tier 3","Supermarket Type1",3235.788,3125.928,96.605
"6872","FDV10",7.645,"Regular",0.116794,"Snack Foods",41.0112,"OUT019","1985","Small","Tier 1","Grocery Store",42.6112,1.6,3.755
"6873","FDI41",18.5,"Regular",0.062205,"Frozen Foods",148.3418,"OUT013","1987","High","Tier 3","Supermarket Type1",1765.702,1617.36,91.599
"6874","FDN10",11.5,"Low_Fat",0.046385,"Snack Foods",118.9124,"OUT017","2007","Small","Tier 2","Supermarket Type1",1540.661,1421.749,92.282
"6875","NCM17",7.93,"Low_Fat",0.071426,"Health and Hygiene",45.9086,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1070.606,1024.697,95.712
"6876","DRG37",16.2,"Low_Fat",0.033929,"Soft Drinks",154.3972,"OUT019","1985","Small","Tier 1","Grocery Store",311.5944,157.1972,50.449
"6877","FDA21",13.65,"Low_Fat",0.036034,"Snack Foods",183.7924,"OUT045","2002","Small","Tier 2","Supermarket Type1",2591.294,2407.502,92.907
"6878","FDM27",12.35,"Regular",0.158337,"Meat",157.9946,"OUT013","1987","High","Tier 3","Supermarket Type1",3313.687,3155.692,95.232
"6879","FDA32",14,"Low_Fat",0.030141,"Fruits and Vegetables",216.0192,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2588.63,2372.611,91.655
"6880","NCZ53",9.6,"Low_Fat",0.024515,"Health and Hygiene",189.2214,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3956.849,3767.628,95.218
"6881","FDW40",14,"Regular",0.105126,"Frozen Foods",143.2812,"OUT035","2004","Small","Tier 2","Supermarket Type1",3277.068,3133.787,95.628
"6882","FDS52",8.89,"Low_Fat",0.005473,"Frozen Foods",100.5016,"OUT035","2004","Small","Tier 2","Supermarket Type1",1315.621,1215.119,92.361
"6883","FDM58",16.85,"Regular",0.133385,"Snack Foods",109.8544,"OUT010","1998","Small","Tier 3","Grocery Store",223.7088,113.8544,50.894
"6884","NCE54",20.7,"Low_Fat",0.047098,"Household",75.5354,"OUT019","1985","Small","Tier 1","Grocery Store",150.4708,74.9354,49.801
"6885","FDS11",7.05,"Regular",0.055548,"Breads",225.3088,"OUT035","2004","Small","Tier 2","Supermarket Type1",5816.429,5591.12,96.126
"6886","FDL20",17.1,"Low_Fat",0.128614,"Fruits and Vegetables",111.6886,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1556.64,1444.951,92.825
"6887","FDX13",7.725,"Low_Fat",0.047552,"Canned",249.1092,"OUT027","1985","Medium","Tier 3","Supermarket Type3",8217.304,7968.195,96.968
"6888","FDR21",19.7,"Low_Fat",0.06688,"Snack Foods",174.437,"OUT013","1987","High","Tier 3","Supermarket Type1",1587.933,1413.496,89.015
"6889","FDV28",16.1,"Regular",0.160379,"Frozen Foods",33.6558,"OUT018","2009","Medium","Tier 3","Supermarket Type2",203.7348,170.079,83.481
"6890","FDZ51",11.3,"Regular",0.054861,"Meat",96.9094,"OUT017","2007","Small","Tier 2","Supermarket Type1",952.094,855.1846,89.821
"6891","FDD46",6.035,"Low_Fat",0.141542,"Snack Foods",153.1998,"OUT045","2002","Small","Tier 2","Supermarket Type1",1537.998,1384.798,90.039
"6892","FDE23",17.6,"Regular",0.053398,"Starchy Foods",46.706,"OUT018","2009","Medium","Tier 3","Supermarket Type2",699.09,652.384,93.319
"6893","NCF55",6.675,"Low_Fat",0.02171,"Household",34.9874,"OUT045","2002","Small","Tier 2","Supermarket Type1",247.0118,212.0244,85.836
"6894","FDU12",15.5,"Regular",0.075688,"Baking Goods",262.9568,"OUT013","1987","High","Tier 3","Supermarket Type1",1845.598,1582.641,85.752
"6895","FDZ22",9.395,"Low_Fat",0.04534,"Snack Foods",85.025,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2080.625,1995.6,95.913
"6896","FDI44",16.1,"Low_Fat",0.100149,"Fruits and Vegetables",78.4328,"OUT013","1987","High","Tier 3","Supermarket Type1",1158.492,1080.059,93.23
"6897","FDH50",15,"Regular",0.162349,"Canned",185.9266,"OUT017","2007","Small","Tier 2","Supermarket Type1",4610.665,4424.738,95.967
"6898","FDE57",9.6,"Low_Fat",0.036342,"Fruits and Vegetables",142.9154,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3261.754,3118.839,95.618
"6899","DRJ51",14.1,"Low_Fat",0.087921,"Dairy",228.5668,"OUT013","1987","High","Tier 3","Supermarket Type1",1151.834,923.2672,80.156
"6900","FDX52",11.5,"Regular",0.042088,"Frozen Foods",192.682,"OUT045","2002","Small","Tier 2","Supermarket Type1",3861.64,3668.958,95.01
"6901","DRN47",12.1,"Low_Fat",0.016922,"Hard Drinks",178.366,"OUT017","2007","Small","Tier 2","Supermarket Type1",4314.384,4136.018,95.866
"6902","FDT21",7.42,"Low_Fat",0.020424,"Snack Foods",249.0092,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2988.11,2739.101,91.667
"6903","FDY21",15.1,"Low_Fat",0.173833,"Snack Foods",196.511,"OUT045","2002","Small","Tier 2","Supermarket Type1",4713.864,4517.353,95.831
"6904","FDG21",17.35,"Regular",0.256152,"Seafood",151.005,"OUT019","1985","Small","Tier 1","Grocery Store",149.805,-1.2,-0.801
"6905","FDS58",9.285,"Regular",0.021003,"Snack Foods",161.1578,"OUT035","2004","Small","Tier 2","Supermarket Type1",4011.445,3850.287,95.983
"6906","FDA26",7.855,"Regular",0.0701504,"Dairy",220.1482,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4600.012,4379.864,95.214
"6907","FDY16",18.35,"Regular",0.09178,"Frozen Foods",182.5266,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6454.931,6272.404,97.172
"6908","FDF20",12.85,"Low_Fat",0.03322,"Fruits and Vegetables",196.6768,"OUT046","1997","Small","Tier 1","Supermarket Type1",2759.075,2562.398,92.872
"6909","FDI15",13.8,"Low_Fat",0.141235,"Dairy",263.7884,"OUT013","1987","High","Tier 3","Supermarket Type1",5564.756,5300.968,95.26
"6910","FDC47",15,"Low_Fat",0.198999,"Snack Foods",226.5694,"OUT010","1998","Small","Tier 3","Grocery Store",913.4776,686.9082,75.197
"6911","FDL08",10.8,"Low_Fat",0.04971,"Fruits and Vegetables",246.8144,"OUT035","2004","Small","Tier 2","Supermarket Type1",2450.144,2203.33,89.927
"6912","FDF08",14.3,"Regular",0.065153,"Fruits and Vegetables",88.4856,"OUT013","1987","High","Tier 3","Supermarket Type1",1406.17,1317.684,93.707
"6913","FDN03",9.8,"Regular",0.015087,"Meat",250.1408,"OUT035","2004","Small","Tier 2","Supermarket Type1",4005.453,3755.312,93.755
"6914","FDG34",11.5,"Regular",0.037783,"Snack Foods",106.6254,"OUT017","2007","Small","Tier 2","Supermarket Type1",325.5762,218.9508,67.25
"6915","FDA56",9.21,"Low_Fat",0.008783,"Fruits and Vegetables",119.8414,"OUT045","2002","Small","Tier 2","Supermarket Type1",1340.255,1220.414,91.058
"6916","NCI17",8.645,"Low_Fat",0.142728,"Health and Hygiene",95.141,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2510.066,2414.925,96.21
"6917","NCO17",10,"Low_Fat",0.073494,"Health and Hygiene",118.344,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1797.66,1679.316,93.417
"6918","FDK55",18.5,"Low_Fat",0.025907,"Meat",87.7172,"OUT017","2007","Small","Tier 2","Supermarket Type1",802.9548,715.2376,89.076
"6919","FDD10",20.6,"Regular",0.046281,"Snack Foods",177.4344,"OUT017","2007","Small","Tier 2","Supermarket Type1",1962.778,1785.344,90.96
"6920","NCH18",9.3,"Low_Fat",0.044624,"Household",245.4802,"OUT013","1987","High","Tier 3","Supermarket Type1",3193.843,2948.363,92.314
"6921","NCA53",11.395,"Low_Fat",0.009898,"Health and Hygiene",48.8034,"OUT045","2002","Small","Tier 2","Supermarket Type1",777.6544,728.851,93.724
"6922","DRJ24",11.8,"Low_Fat",0.18969,"Soft Drinks",184.3924,"OUT010","1998","Small","Tier 3","Grocery Store",370.1848,185.7924,50.189
"6923","DRN35",8.01,"Low_Fat",0.070189,"Hard Drinks",37.9532,"OUT013","1987","High","Tier 3","Supermarket Type1",826.9236,788.9704,95.41
"6924","FDC47",15,"Low_Fat",0.119375,"Snack Foods",229.3694,"OUT018","2009","Medium","Tier 3","Supermarket Type2",5024.127,4794.758,95.435
"6925","FDN48",13.35,"Low_Fat",0.065215,"Baking Goods",93.4804,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1102.565,1009.085,91.522
"6926","FDR27",15.1,"Regular",0.095635,"Meat",130.7942,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3047.367,2916.573,95.708
"6927","FDS33",6.67,"Regular",0.216108,"Snack Foods",86.8514,"OUT019","1985","Small","Tier 1","Grocery Store",354.2056,267.3542,75.48
"6928","DRL11",10.5,"Low_Fat",0.048009,"Hard Drinks",157.0946,"OUT035","2004","Small","Tier 2","Supermarket Type1",2209.124,2052.029,92.889
"6929","FDQ21",21.25,"Low_Fat",0.019533,"Snack Foods",120.4756,"OUT017","2007","Small","Tier 2","Supermarket Type1",1938.81,1818.334,93.786
"6930","FDY37",17,"Regular",0.026569,"Canned",142.047,"OUT046","1997","Small","Tier 1","Supermarket Type1",3149.234,3007.187,95.489
"6931","FDS35",9.3,"Low_Fat",0.111128,"Breads",63.1826,"OUT013","1987","High","Tier 3","Supermarket Type1",2002.061,1938.878,96.844
"6932","DRD60",15.7,"Low_Fat",0.037232,"Soft Drinks",183.1634,"OUT046","1997","Small","Tier 1","Supermarket Type1",5634.665,5451.502,96.749
"6933","DRP47",15.75,"Low_Fat",0.140603,"Hard Drinks",252.8382,"OUT046","1997","Small","Tier 1","Supermarket Type1",6308.455,6055.617,95.992
"6934","NCY41",16.75,"Low_Fat",0.075369,"Health and Hygiene",35.2532,"OUT027","1985","Medium","Tier 3","Supermarket Type3",970.7364,935.4832,96.368
"6935","FDR59",14.5,"Regular",0.063963,"Breads",263.1594,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2616.594,2353.435,89.943
"6936","FDM36",11.65,"Regular",0.10283,"Baking Goods",172.6422,"OUT019","1985","Small","Tier 1","Grocery Store",344.8844,172.2422,49.942
"6937","NCI42",18.75,"Low_Fat",0.010315,"Household",208.4954,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3751.117,3542.622,94.442
"6938","FDA31",7.1,"Low_Fat",0.110634,"Fruits and Vegetables",173.808,"OUT017","2007","Small","Tier 2","Supermarket Type1",1211.756,1037.948,85.657
"6939","FDY33",14.5,"Regular",0.09380271,"Snack Foods",159.3262,"OUT035","2004","Small","Tier 2","Supermarket Type1",2864.272,2704.946,94.437
"6940","FDV40",17.35,"Low_Fat",0.014722,"Frozen Foods",73.1038,"OUT045","2002","Small","Tier 2","Supermarket Type1",886.8456,813.7418,91.757
"6941","NCW17",18,"Low_Fat",0.019465,"Health and Hygiene",128.6994,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2441.489,2312.79,94.729
"6942","FDN38",6.615,"Regular",0.091895,"Canned",248.6408,"OUT013","1987","High","Tier 3","Supermarket Type1",3504.771,3256.13,92.906
"6943","FDQ11",5.695,"Regular",0.118536,"Breads",256.3988,"OUT019","1985","Small","Tier 1","Grocery Store",256.9988,0.6,0.233
"6944","FDG34",11.5,"Regular",0.037647,"Snack Foods",107.5254,"OUT045","2002","Small","Tier 2","Supermarket Type1",325.5762,218.0508,66.974
"6945","NCN14",19.1,"Low_Fat",0.092061,"Others",183.7608,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4777.781,4594.02,96.154
"6946","FDY46",18.6,"Low_Fat",0.047658,"Snack Foods",188.3898,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5238.514,5050.124,96.404
"6947","FDS11",7.05,"Regular",0.055873,"Breads",222.1088,"OUT017","2007","Small","Tier 2","Supermarket Type1",4026.758,3804.649,94.484
"6948","NCA53",11.395,"Low_Fat",0.017296,"Health and Hygiene",47.1034,"OUT019","1985","Small","Tier 1","Grocery Store",145.8102,98.7068,67.695
"6949","NCN30",16.35,"Low_Fat",0.028443,"Household",98.141,"OUT010","1998","Small","Tier 3","Grocery Store",386.164,288.023,74.586
"6950","FDW32",18.35,"Regular",0.094297,"Fruits and Vegetables",84.3882,"OUT046","1997","Small","Tier 1","Supermarket Type1",1116.547,1032.159,92.442
"6951","NCR42",9.105,"Low_Fat",0.064411,"Household",33.39,"OUT010","1998","Small","Tier 3","Grocery Store",33.29,-0.1,-0.3
"6952","FDU33",7.63,"Regular",0.134684,"Snack Foods",47.0402,"OUT035","2004","Small","Tier 2","Supermarket Type1",1470.086,1423.046,96.8
"6953","FDN15",17.5,"Low_Fat",0.029299,"Meat",140.318,"OUT019","1985","Small","Tier 1","Grocery Store",139.818,-0.5,-0.358
"6954","FDD51",11.15,"Low_Fat",0.210022,"Dairy",44.2744,"OUT019","1985","Small","Tier 1","Grocery Store",90.5488,46.2744,51.104
"6955","FDF14",7.55,"Low_Fat",0.027225,"Canned",152.934,"OUT045","2002","Small","Tier 2","Supermarket Type1",2450.144,2297.21,93.758
"6956","NCN19",13.1,"Low_Fat",0.021185,"Others",189.553,"OUT019","1985","Small","Tier 1","Grocery Store",379.506,189.953,50.053
"6957","NCO43",5.5,"Low_Fat",0.047059,"Others",100.1016,"OUT013","1987","High","Tier 3","Supermarket Type1",2125.234,2025.132,95.29
"6958","FDT19",7.59,"Regular",0.145266,"Fruits and Vegetables",172.908,"OUT049","1999","Medium","Tier 1","Supermarket Type1",6231.888,6058.98,97.225
"6959","DRK12",9.5,"Low_Fat",0.041851,"Soft Drinks",31.49,"OUT013","1987","High","Tier 3","Supermarket Type1",466.06,434.57,93.243
"6960","DRM49",6.11,"Regular",0.152262,"Soft Drinks",44.4086,"OUT045","2002","Small","Tier 2","Supermarket Type1",1159.824,1115.415,96.171
"6961","FDX43",5.655,"Low_Fat",0.085757,"Fruits and Vegetables",164.75,"OUT017","2007","Small","Tier 2","Supermarket Type1",1498.05,1333.3,89.002
"6962","FDS14",7.285,"Low_Fat",0.049954,"Dairy",156.5288,"OUT035","2004","Small","Tier 2","Supermarket Type1",2356.932,2200.403,93.359
"6963","NCK07",10.65,"Low_Fat",0.048762,"Others",165.2526,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3946.862,3781.609,95.813
"6964","FDO19",17.7,"Regular",0.01599833,"Fruits and Vegetables",46.8034,"OUT017","2007","Small","Tier 2","Supermarket Type1",923.4646,876.6612,94.932
"6965","FDH32",12.8,"Low_Fat",0.075997,"Fruits and Vegetables",97.141,"OUT013","1987","High","Tier 3","Supermarket Type1",2799.689,2702.548,96.53
"6966","NCZ41",19.85,"Low_Fat",0.051623,"Health and Hygiene",126.1704,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1877.556,1751.386,93.28
"6967","FDL32",15.7,"Regular",0.204985,"Fruits and Vegetables",111.0544,"OUT010","1998","Small","Tier 3","Grocery Store",223.7088,112.6544,50.358
"6968","FDC44",15.6,"Low_Fat",0.173573,"Fruits and Vegetables",114.4518,"OUT017","2007","Small","Tier 2","Supermarket Type1",2390.888,2276.436,95.213
"6969","FDQ59",9.8,"Regular",0.05634,"Breads",84.2908,"OUT013","1987","High","Tier 3","Supermarket Type1",755.0172,670.7264,88.836
"6970","NCO54",19.5,"Low_Fat",0.014262,"Household",57.1614,"OUT013","1987","High","Tier 3","Supermarket Type1",331.5684,274.407,82.76
"6971","DRH36",16.2,"Low_Fat",0.03338,"Soft Drinks",74.0696,"OUT046","1997","Small","Tier 1","Supermarket Type1",1416.822,1342.752,94.772
"6972","FDY35",17.6,"Regular",0.016025,"Breads",44.0402,"OUT035","2004","Small","Tier 2","Supermarket Type1",597.2226,553.1824,92.626
"6973","FDA46",13.6,"Low_Fat",0.118301,"Snack Foods",196.2136,"OUT017","2007","Small","Tier 2","Supermarket Type1",1944.136,1747.922,89.907
"6974","NCL18",18.85,"Low_Fat",0.167552,"Household",193.1136,"OUT035","2004","Small","Tier 2","Supermarket Type1",2332.963,2139.849,91.722
"6975","FDL57",15.1,"Regular",0.067181,"Snack Foods",258.8304,"OUT049","1999","Medium","Tier 1","Supermarket Type1",5424.938,5166.108,95.229
"6976","NCP50",17.35,"Low_Fat",0.01982757,"Others",79.2618,"OUT018","2009","Medium","Tier 3","Supermarket Type2",966.7416,887.4798,91.801
"6977","FDZ25",15.7,"Regular",0.02301617,"Canned",169.879,"OUT019","1985","Small","Tier 1","Grocery Store",339.558,169.679,49.971
"6978","FDH24",20.7,"Low_Fat",0.021431,"Baking Goods",157.0288,"OUT046","1997","Small","Tier 1","Supermarket Type1",2199.803,2042.774,92.862
"6979","FDQ26",13.5,"Regular",0.068256,"Dairy",60.9562,"OUT017","2007","Small","Tier 2","Supermarket Type1",533.3058,472.3496,88.57
"6980","NCK17",11,"Low_Fat",0.0316015,"Health and Hygiene",40.348,"OUT019","1985","Small","Tier 1","Grocery Store",79.896,39.548,49.499
"6981","FDO46",9.6,"Regular",0.014144,"Snack Foods",187.3872,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2836.308,2648.921,93.393
"6982","FDW50",13.1,"Low_Fat",0.075564,"Dairy",168.1158,"OUT035","2004","Small","Tier 2","Supermarket Type1",2005.39,1837.274,91.617
"6983","FDD29",12.15,"Low_Fat",0.018439,"Frozen Foods",254.7698,"OUT049","1999","Medium","Tier 1","Supermarket Type1",5073.396,4818.626,94.978
"6984","FDU26",16.7,"Regular",0.07462,"Dairy",120.1782,"OUT019","1985","Small","Tier 1","Grocery Store",357.5346,237.3564,66.387
"6985","FDX04",19.6,"Regular",0.04137,"Frozen Foods",46.2376,"OUT027","1985","Medium","Tier 3","Supermarket Type3",814.9392,768.7016,94.326
"6986","FDH31",12,"Regular",0.020312,"Meat",98.1042,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2777.718,2679.614,96.468
"6987","FDJ45",17.75,"Low_Fat",0.128533,"Seafood",34.2216,"OUT019","1985","Small","Tier 1","Grocery Store",173.108,138.8864,80.231
"6988","FDX55",15.1,"Low_Fat",0.055195,"Fruits and Vegetables",216.1166,"OUT035","2004","Small","Tier 2","Supermarket Type1",5007.482,4791.365,95.684
"6989","FDR02",16.7,"Low_Fat",0.022066,"Dairy",110.5886,"OUT046","1997","Small","Tier 1","Supermarket Type1",1556.64,1446.051,92.896
"6990","NCP55",14.65,"Low_Fat",0.011213,"Others",55.6614,"OUT045","2002","Small","Tier 2","Supermarket Type1",1049.967,994.3056,94.699
"6991","FDT28",13.3,"Low_Fat",0.063926,"Frozen Foods",151.8708,"OUT017","2007","Small","Tier 2","Supermarket Type1",1655.179,1503.308,90.825
"6992","NCJ06",20.1,"Low_Fat",0.034849,"Household",118.6782,"OUT017","2007","Small","Tier 2","Supermarket Type1",2502.742,2384.064,95.258
"6993","FDF08",14.3,"Regular",0.06167333,"Fruits and Vegetables",89.8856,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1406.17,1316.284,93.608
"6994","FDT21",7.42,"Low_Fat",0.020507,"Snack Foods",249.7092,"OUT017","2007","Small","Tier 2","Supermarket Type1",7719.285,7469.576,96.765
"6995","FDK22",9.8,"Low_Fat",0.02596,"Snack Foods",214.885,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4976.855,4761.97,95.682
"6996","DRJ11",9.5,"Low_Fat",0.08502,"Hard Drinks",188.7872,"OUT013","1987","High","Tier 3","Supermarket Type1",1701.785,1512.998,88.907
"6997","FDH27",7.075,"Low_Fat",0.097661,"Dairy",141.8128,"OUT010","1998","Small","Tier 3","Grocery Store",143.8128,2,1.391
"6998","FDU52",7.56,"Low_Fat",0.111655,"Frozen Foods",157.063,"OUT019","1985","Small","Tier 1","Grocery Store",312.926,155.863,49.808
"6999","FDK50",7.96,"Low_Fat",0.02129425,"Canned",160.7894,"OUT017","2007","Small","Tier 2","Supermarket Type1",3235.788,3074.999,95.031
"7000","DRJ01",6.135,"Low_Fat",0.115266,"Soft Drinks",160.5236,"OUT045","2002","Small","Tier 2","Supermarket Type1",2094.607,1934.083,92.336
"7001","FDC21",14.6,"Regular",0.043134,"Fruits and Vegetables",109.7254,"OUT018","2009","Medium","Tier 3","Supermarket Type2",651.1524,541.427,83.149
"7002","FDX39",14.3,"Regular",0.049676,"Meat",212.4586,"OUT046","1997","Small","Tier 1","Supermarket Type1",3799.055,3586.596,94.408
"7003","NCY54",8.43,"Low_Fat",0.176834,"Household",172.1422,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5000.824,4828.682,96.558
"7004","FDD58",7.76,"Low_Fat",0.103918,"Snack Foods",100.67,"OUT019","1985","Small","Tier 1","Grocery Store",399.48,298.81,74.8
"7005","FDW12",8.315,"Regular",0.035644,"Baking Goods",147.1444,"OUT045","2002","Small","Tier 2","Supermarket Type1",870.8664,723.722,83.104
"7006","DRE01",10.1,"Low_Fat",0.279784,"Soft Drinks",241.8512,"OUT010","1998","Small","Tier 3","Grocery Store",484.7024,242.8512,50.103
"7007","FDT16",9.895,"Regular",0.048738,"Frozen Foods",262.1278,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3904.917,3642.789,93.287
